image_name,gpt4o_zero_shot,gpt4o_few_shot,gpt4o_cot,gpt4o_cot_reasoning,gemini_zero_shot,gemini_few_shot,gemini_cot,gemini_cot_reasoning,timestamp
sun_and_suns_page_7.png,ﺓﺄﺟﺎﻔﻣ,ﺪﻳﺎﺤﻣ,ﺓﺄﺟﺎﻔﻣ,"١. تعابير الوجه ولغة الجسد في الصورة تظهر طفلة تنظر من النافذة، مع وجود الشمس المشرقة في الخارج، مما يوحي بالدهشة أو المفاجأة.  
٢. الشعور الأساسي الظاهر هو مفاجأة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,الفتاة تبدو مبتسمة وعيناها مفتوحتان على اتساعهما، مما يدل على شعور إيجابي. السياق العام للصورة مشرق وملون، مما يعزز هذا الشعور.,2025-05-23 19:53:54
sun_and_suns_page_6.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"١. تعابير الوجه ولغة الجسد تدل على الدهشة، حيث يظهر الطفل وهو ينظر إلى الشمس الصناعية باندهاش، مع فتح الفم واتساع العينين.

٢. الشعور الأساسي الظاهر هو مفاجأة.",ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"ينظر الطفل إلى الشمس الكبيرة بدهشة، وعيناه مفتوحتان على اتساعهما.  يبدو أنه مندهش من وجود شموس صناعية.

مفاجأة",2025-05-23 19:55:05
open_tap_page_12.png,ﻑﺮﻗ,ﻑﺮﻗ,ﻑﺮﻗ,"١. تعابير الوجه ولغة الجسد تظهر أن الشخص يغلق أنفه ويبدو غير مرتاح، مع وجود كائنات غاضبة حوله، مما يشير إلى شعور بالانزعاج من الرائحة.

٢. الشعور الأساسي الظاهر هو القرف.",ﻑﺮﻗ,ﻑﺮﻗ,ﻑﺮﻗ,"يظهر الطفل وهو يغلق أنفه بيده، وعيناه مغمضتان جزئيًا، وفمه مفتوح قليلاً.  يبدو أن قطرات الماء حوله غاضبة، بينما تبدو قطرة الماء الصغيرة مختبئة خائفة.

قرف",2025-05-23 19:56:12
open_tap_page_10.png,ﺐﻀﻏ,ﻑﻮﺧ,ﻑﻮﺧ,"١. تعابير الوجه ولغة الجسد للشخصية المركزية تظهر القلق أو الخوف، حيث يبدو الطفل متوترًا ومحاطًا بقطرات الماء الغاضبة.

٢. الشعور الأساسي الظاهر هو الخوف.",ﻑﻮﺧ,ﻑﻮﺧ,ﻑﻮﺧ,"يظهر الطفل في الصورة وهو يضع يده على خده، وعيناه مفتوحتان على اتساعهما، وحاجباه مرفوعان قليلاً.  تبدو قطرات الماء غاضبة منه.

خوف",2025-05-23 19:57:23
sun_and_suns_page_4.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"١. يبدو أن خالد مستعجل وينظر من النافذة بترقب، مما يدل على شعور بالقلق أو المفاجأة بسبب الشمس التي تشرق.

٢. الشعور الأساسي الظاهر هو مفاجأة.",ﺓﺄﺟﺎﻔﻣ,ﻑﻮﺧ,ﺓﺄﺟﺎﻔﻣ,الطفل يضع يده على فمه، و يبدو متفاجئاً من رحيل الشمس.,2025-05-23 19:58:40
sun_and_suns_page_5.png,ﻥﺰﺣ,ﻥﺰﺣ,ﻥﺰﺣ,"١. تعابير الوجه للشمس تظهر حزينة، حيث تبدو وكأنها تبكي. النص يشير إلى أن الشمس لم تعد تجذب الأطفال بسبب الستائر المسدلة.

٢. الشعور الأساسي الظاهر هو حزن.",ﻥﺰﺣ,ﻥﺰﺣ,ﻥﺰﺣ,تظهر الشمس عيونًا مغلقة نصف إغلاق وحاجبين متدليين وفمًا متجهًا للأسفل.  يبدو أنها تبكي.,2025-05-23 19:59:46
open_tap_page_11.png,ﻑﻮﺧ,ﻑﻮﺧ,ﻑﻮﺧ,"١( يظهر الولد في الصورة وهو يحاول إغلاق السدادة بجهد، وتبدو قطرات الماء غاضبة، مما يشير إلى توتر الموقف.

٢( الشعور الأساسي الظاهر هو خوف.",ﻑﻮﺧ,ﺔﻘﺛ,ﺐﻗﺮﺗ,يظهر الطفل وهو يرفع غطاءً ثقيلًا، ووجهه يعبر عن التركيز والجهد. قطرات الماء تبدو غاضبة، مما يشير إلى وجود صراع بين الطفل والماء.,2025-05-23 20:00:58
open_tap_page_15.png,ﻥﺰﺣ,ﺪﻳﺎﺤﻣ,ﻥﺰﺣ,"١. يظهر الطفل مستلقيًا على الغيمة بتعبير وجه هادئ، بينما تبدو القطرة حزينة أو قلقة. السياق يشير إلى أن الشمس أحرقت القطرة، مما جعلها تنضم إلى الغيمة.

٢. الشعور الأساسي الظاهر هو ""حزن"".",ﻥﺰﺣ,ﻥﺰﺣ,ﻑﻮﺧ,يظهر الطفل مستلقيًا على سحابة مع تعبير قلق على وجهه، بينما تظهر قطرة الماء أسفله مع تعبير خائف.  يبدو أن الطفل قلق بشأن قطرة الماء التي تسقط.,2025-05-23 20:01:51
tomorrow_I_will_be_page_7.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. الشخصان يبتسمان ويجلسان معًا في السرير، يقرآن كتابًا، مما يدل على جو دافئ ومريح.
٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,يبتسم الطفلان ويقرآن كتابًا معًا في السرير.  يبدو أنهما يستمتعان بوقتهما معًا قبل النوم.,2025-05-23 20:03:43
open_tap_page_6.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. الطفل يبتسم ويبدو مستمتعًا في حوض الاستحمام، مما يدل على شعور إيجابي. وجود الألعاب مثل البطة يعزز من جو المرح.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,يبتسم الطفل ابتسامة عريضة، وعيناه مفتوحتان على اتساعهما، ويرفع يده لتحية القارئ.  يبدو مستمتعًا باللعب في حوض الاستحمام.,2025-05-23 20:04:56
open_tap_page_7.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. الشخص في الصورة يبدو مبتسمًا ويمد ذراعيه في الماء، مما يدل على الاستمتاع والراحة. الماء يتدفق من الصنبور، مما يضيف إلى جو المرح.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,الطفل يبتسم ويفتح ذراعيه، ويبدو مستمتعًا بالماء المتدفق من الصنبور. الماء يفيض من الحوض، وقطرة الماء في الأسفل تبدو حزينة.,2025-05-23 20:06:14
open_tap_page_14.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"١. تعابير الوجه ولغة الجسد للشخصية الرئيسية تظهر القلق أو الحيرة، حيث ينظر إلى اللوحة بعينين واسعتين. قطرات الماء تبدو غاضبة أو مستاءة.

٢. الشعور الأساسي الظاهر هو ""مفاجأة"".",ﻑﻮﺧ,ﻑﻮﺧ,ﻑﻮﺧ,"يظهر الطفل بعيون متسعة وفم مفتوح قليلاً، مما يدل على الدهشة. قطرات الماء تبدو غاضبة وحزينة.

خوف",2025-05-23 20:07:06
open_tap_page_16.png,ﻥﺰﺣ,ﺪﻳﺎﺤﻣ,ﺓﺩﺎﻌﺳ,"١. يظهر الشخص مبتسمًا وهو يمسك الخرطوم، مما يدل على شعور إيجابي. قطرات الماء تبدو حزينة.

٢. الشعور الأساسي الظاهر هو سعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,يبتسم الطفل ابتسامة عريضة، ويظهر خديه ورديين، وهو يمسك بخرطوم الماء. يبدو أنه يستمتع باللعب بالماء.,2025-05-23 20:08:05
why_did_the_electricity_escape_page_6.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"١( تعابير الوجه ولغة الجسد تظهر عيونًا واسعة وأفواه مفتوحة، مما يدل على الدهشة أو المفاجأة. العناصر السياقية مثل انقطاع التيار الكهربائي تعزز هذا الشعور.

٢( الشعور الأساسي الظاهر هو: مفاجأة.",ﻑﻮﺧ,ﻑﻮﺧ,ﻑﻮﺧ,"عيون الأطفال مفتوحة على مصراعيها، وأفواههم مفتوحة قليلاً. يبدو أنهم ينظرون إلى شيء ما على شاشة الكمبيوتر.

خوف",2025-05-23 20:09:17
kenan_and_watermelon_head_page_39.png,ﺔﻘﺛ,ﺔﻘﺛ,ﺔﻘﺛ,"١. كنان يبدو واثقًا وهو يرفع رسمته بفخر، والمعلم يبدو متفاجئًا من اختياره لرسم المهرج.

٢. الشعور الأساسي الظاهر هو الثقة.",ﺓﺩﺎﻌﺳ,ﺔﻘﺛ,ﺔﻘﺛ,"يرفع الطفل رسمته بفخر، وابتسامة المهرج في الرسمة تعكس ابتسامة الطفل في الفصل.  يبدو الطفل واثقًا من نفسه وفخورًا برسمته.

ثقة",2025-05-23 20:10:42
who_defeated_the_evil_of_extravagance_page_18.png,ﺔﻘﺛ,ﺔﻘﺛ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه تظهر ابتسامة ولغة الجسد تشير إلى الراحة، مع وجود مصابيح مضيئة في الخلفية مما يدل على جو مريح وإيجابي.

٢. سعادة",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺔﻘﺛ,ينظر الطفل لأعلى وابتسامة عريضة على وجهه، مما يدل على شعور إيجابي.  يبدو أنه يفكر في شيء ما أو يتحدث مع شخص ما، ويشير سياق النص إلى أنه يتحدث عن فعل الشيء الصحيح.,2025-05-23 20:14:57
why_did_the_electricity_escape_page_20.png,ﺔﻘﺛ,ﺔﻘﺛ,ﺓﺩﺎﻌﺳ,"١. الطفل يبتسم ويحمل شمعة مضيئة، مما يدل على شعور إيجابي. الأب يظهر في الخلفية وكأنه يغادر ليجلب شيئًا آخر.

٢. الشعور الأساسي الظاهر هو سعادة.",ﺓﺩﺎﻌﺳ,ﺮﻜﻣ,ﺓﺩﺎﻌﺳ,يظهر الطفل في الصورة وهو يبتسم ويحمل طبقًا به شمعة مضاءة، بينما يظهر الطفل الآخر من الخلف. يبدو أن الطفل الأول يحاول إخافة الطفل الآخر.,2025-05-23 20:15:59
who_defeated_the_evil_of_extravagance_page_19.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. الأطفال يبدون متحمسين ومبتهجين، حيث يقفزون ويضحكون، مما يدل على جو من المرح واللعب.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,الأطفال يقفزون ويغنون، ووجوههم مبتسمة. طفل واحد يصرخ ويشير بيده إلى الأعلى.,2025-05-23 20:17:17
kenan_and_watermelon_head_page_49.png,ﺔﻘﺛ,ﺔﻘﺛ,ﺔﻘﺛ,"١. تعابير الوجه ولغة الجسد تدل على التركيز والمهارة، حيث تقوم الجدة برمي الكرات بمهارة أمام جمهور يبدو سعيدًا ومتحمسًا.

٢. الشعور الأساسي الظاهر هو ثقة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,تبتسم الجدة وتلوح بيدها، وتظهر تعابير وجهها ووضعيتها انفتاحًا وتفاعلًا إيجابيًا مع الموقف.  يحيط بها جمهور متحمس وقطع حلوى وألعاب ملونة، مما يعزز من أجواء البهجة والمرح.,2025-05-23 20:19:10
mama_the_storyteller_page_15.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه ولغة الجسد في الصورة تظهر شخصيات مبتسمة ومسترخية، مما يدل على جو من الراحة والفرح. العناصر السياقية مثل النجوم والألوان الزاهية تعزز هذا الشعور.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"الأم تحتضن ابنتها بحنان، والطفلة الأخرى ترفع يديها بفرح، وابتسامة عريضة على وجهها.  الفتاة الأخرى تضحك، وحتى القطة تبدو سعيدة.

سعادة",2025-05-23 20:20:23
tomorrow_I_will_be_page_38.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,"١( تعابير الوجه تظهر دهشة، حيث الفم مفتوح والعينان واسعتان. لغة الجسد تشير إلى التوقف المفاجئ عن الرسم.

٢( الشعور الأساسي الظاهر هو مفاجأة.",ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,ﺓﺄﺟﺎﻔﻣ,يضع الطفل يده على فمه، وعيناه مفتوحتان على اتساعهما، وخداه محمران. يبدو أنه ينظر إلى شيء ما بتركيز.,2025-05-23 20:22:07
who_defeated_the_evil_of_extravagance_page_9.png,ﺓﺄﺟﺎﻔﻣ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه تظهر ابتسامة ولغة الجسد تدل على حركة نشطة، مما يشير إلى الحماس واللعب. العناصر السياقية مثل الألوان الزاهية والألعاب تدل على جو مرح.

٢. الشعور الأساسي الظاهر هو سعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,يبتسم الطفل ابتسامة عريضة، ويبدو متحمسًا وهو يقفز على الطاولة.  يبدو أنه يلعب لعبة مع نفسه، ويقلد والده في إطفاء الأنوار.,2025-05-23 20:23:17
mama_the_storyteller_page_7.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. الأطفال يظهرون تعابير وجه سعيدة ومتحمسة، يجلسون حول امرأة تقرأ لهم قصة، مما يدل على جو من الفرح والاهتمام.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"عيون مغلقة جزئيًا، ابتسامة خفيفة على الوجه، تعانق حيوانًا صغيرًا.  الأطفال من حولها يبدون سعداء.

سعادة",2025-05-23 20:25:50
tomorrow_I_will_be_page_15.png,ﺓﺄﺟﺎﻔﻣ,ﺐﻗﺮﺗ,ﺓﺄﺟﺎﻔﻣ,"١( تعابير الوجه ولغة الجسد تدل على الحيرة أو التفكير، حيث يضع الشخص يده على رأسه مع علامات تعجب واستفهام فوقه.

٢( الشعور الأساسي الظاهر هو مفاجأة.",ﺐﻗﺮﺗ,ﺐﻗﺮﺗ,ﺐﻗﺮﺗ,يظهر الطفل وهو يضع يده على رأسه، وفوق رأسه علامتا استفهام وتعجب.  يبدو أنه يفكر في شيء ما، ويشعر بالحيرة.,2025-05-23 20:27:52
mama_the_storyteller_page_6.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه ولغة الجسد في الصورة تظهر الأطفال وهم يبتسمون ويلعبون، والمرأة تبدو واثقة وهي تحمل حقيبتها. العناصر السياقية مثل الألعاب والحيوانات تشير إلى جو من المرح والمفاجآت.

٢. الشعور الأساسي الظاهر هو سعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"تظهر السيدة ابتسامة خفيفة، وعيناها مفتوحتان قليلاً.  يبدو الأطفال من حولها سعداء ومتحمسين.

سعادة",2025-05-23 20:29:02
mama_the_storyteller_page_4.png,ﺔﻘﺛ,ﺔﻘﺛ,ﺔﻘﺛ,"١. تعابير الوجه ولغة الجسد توحي بالثقة، حيث تقف المرأة وذراعاها متقاطعتان، مع نظرة ثابتة. العناصر المحيطة مثل الشمس المشرقة والطيور تضيف إلى الإحساس بالثقة.

٢. الشعور الأساسي الظاهر هو ثقة.",ﺔﻘﺛ,ﺔﻘﺛ,ﺔﻘﺛ,الفتاة تبتسم ابتسامة خفيفة، وعيناها مفتوحتان، وذراعاها متصالبتان.  يبدو أنها مرتاحة وواثقة من نفسها.,2025-05-23 20:30:46
mama_the_storyteller_page_13.png,ﺐﻗﺮﺗ,ﻥﺰﺣ,ﺐﻗﺮﺗ,"١. تعابير الوجه ولغة الجسد في الصورة تظهر شخصيات تبدو متأملة أو حالمة، مع وجود عناصر خيالية مثل السحب والكتب المفتوحة، مما يشير إلى حالة من التفكير العميق أو الحلم.

٢. الشعور الأساسي الظاهر هو: ترقب.",ﻥﺰﺣ,ﻑﻮﺧ,ﻥﺰﺣ,الأطفال يبدون مترددين، وبعضهم يضع يده على خده، وآخر يهمس في أذن زميله.  يبدو أنهم يشعرون بالملل.,2025-05-23 20:32:35
why_did_the_electricity_escape_page_25.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه تظهر ابتسامة عريضة وعينين واسعتين، مع رفع اليد بإشارة تدل على الفرح. النص يشير إلى عودة الكهرباء، مما يضيف إلى الشعور بالفرح.

٢. الشعور الأساسي الظاهر هو سعادة.",ﺓﺩﺎﻌﺳ,ﺔﻘﺛ,ﺓﺩﺎﻌﺳ,يبتسم الطفل ابتسامة عريضة، عيناه مفتوحتان على اتساعهما، ويرفع إصبعه لأعلى.  يبدو متحمسًا وسعيدًا.,2025-05-23 20:34:26
why_did_the_electricity_escape_page_24.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,"١. تعابير الوجه ولغة الجسد تظهر الفرح والبهجة، حيث يرفع الأطفال أيديهم ويبتسمون. النص يشير إلى عودة التيار الكهربائي مما يضفي سياقًا إيجابيًا.

٢. الشعور الأساسي الظاهر هو السعادة.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,الأطفال يرفعون أيديهم ويضحكون، وعيونهم مغلقة أو شبه مغلقة. الأم تضع يدها على فمها وتضحك.,2025-05-23 20:35:41
why_did_the_electricity_escape_page_18.png,ﻥﺰﺣ,ﻞﺠﺧ,ﻥﺰﺣ,"١. تعابير الوجه ولغة الجسد تظهر القلق أو الحيرة، حيث يمسك الطفل رأسه ويبدو عليه الارتباك. السحابة التي تحتوي على رمز البرق تشير إلى التفكير في الكهرباء.

٢. الشعور الأساسي الظاهر هو حزن.",ﻑﻮﺧ,ﻑﻮﺧ,ﻥﺰﺣ,يظهر الطفل حائراً ويفكر في شيء ما، وعلامات الحزن بادية على وجهه.  يبدو أنه يفكر في الكهرباء التي تبدو حزينة أيضاً.,2025-05-23 20:37:01
mama_the_storyteller_page_12.png,ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺐﻗﺮﺗ,"١. تعابير الوجه ولغة الجسد توحي بالاهتمام والاستكشاف، حيث يظهر شخص يقرأ الكتب ويبحث عن المزيد منها، مع وجود عناصر مثل الكتب المتناثرة والألوان الزاهية.

٢. الشعور الأساسي الظاهر هو ترقب.",ﺓﺩﺎﻌﺳ,ﺓﺩﺎﻌﺳ,ﺓﺄﺟﺎﻔﻣ,عيون الفتاة مفتوحة على اتساعها وفمها مفتوح قليلاً، مما يدل على الدهشة والاهتمام.  تبدو وكأنها مندهشة من شيء ما.,2025-05-23 20:38:23
